App No,Type,App Date,Status,FRU Interview Scheduled,Drug Test,WAV Course,Defensive Driving,Driver Exam,Medical Clearance Form,Other Requirements,Last Updated
5814012,HDR,08/23/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,09/24/2017 06:00:40 PM
5809541,HDR,08/03/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5811999,HDR,08/14/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5795071,HDR,06/02/2017,Denied,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,09/24/2017 06:00:40 PM
5798221,HDR,06/14/2017,Denied,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5819845,HDR,09/19/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5814407,HDR,08/24/2017,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5815647,HDR,08/30/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,09/24/2017 06:00:40 PM
5809266,HDR,08/02/2017,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5813737,HDR,08/22/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,09/24/2017 06:00:40 PM
5818333,HDR,09/12/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5798157,HDR,06/14/2017,Denied,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5808490,HDR,07/31/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Fingerprints needed,09/24/2017 06:00:40 PM
5810020,HDR,08/06/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5821225,HDR,09/24/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5792133,HDR,05/20/2017,Denied,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,09/24/2017 06:00:40 PM
5805112,HDR,07/15/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5820545,HDR,09/21/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5820711,HDR,09/21/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5801070,HDR,06/27/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5810176,HDR,08/07/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5800455,HDR,06/24/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5809536,HDR,08/03/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
5815497,HDR,08/30/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5797646,HDR,06/13/2017,Denied,Not Applicable,Needed,Needed,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5806247,HDR,07/20/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5799678,HDR,06/21/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,09/24/2017 06:00:40 PM
5815535,HDR,08/30/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
5819397,HDR,09/17/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
5808956,HDR,08/01/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5813804,HDR,08/22/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5811703,HDR,08/14/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Fingerprints needed,09/24/2017 06:00:40 PM
5817499,HDR,09/08/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
5803546,HDR,07/10/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,09/24/2017 06:00:40 PM
5806677,HDR,07/22/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
5813327,HDR,08/21/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
5802331,HDR,07/03/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,09/24/2017 06:00:40 PM
5802995,HDR,07/06/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,09/24/2017 06:00:40 PM
5821087,HDR,09/23/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5820793,HDR,09/22/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5802056,HDR,07/01/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5809862,HDR,08/04/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5818050,HDR,09/11/2017,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,09/24/2017 06:00:40 PM
5797140,HDR,06/10/2017,Denied,Not Applicable,Complete,Complete,Needed,Needed,Complete,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5820778,HDR,09/21/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5817440,HDR,09/08/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed,09/24/2017 06:00:40 PM
5798320,HDR,06/15/2017,Denied,Not Applicable,Needed,Complete,Needed,Needed,Complete,Copy of DMV license needed,09/24/2017 06:00:40 PM
5798211,HDR,06/14/2017,Denied,Not Applicable,Needed,Needed,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5811313,HDR,08/11/2017,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5819855,HDR,09/19/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,09/24/2017 06:00:40 PM
5801695,HDR,06/29/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed,09/24/2017 06:00:40 PM
5802251,HDR,07/03/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Not Applicable,09/24/2017 06:00:40 PM
5816541,HDR,09/05/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,09/24/2017 06:00:40 PM
5820472,HDR,09/21/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5812168,HDR,08/15/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Complete,Needed,Not Applicable,09/24/2017 06:00:40 PM
5818668,HDR,09/14/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5810855,HDR,08/09/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,09/24/2017 06:00:40 PM
5811725,HDR,08/14/2017,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5810313,HDR,08/07/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
5812797,HDR,08/17/2017,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5799852,HDR,06/21/2017,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5810914,HDR,08/09/2017,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
5802266,HDR,07/03/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5816434,HDR,09/05/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license needed,09/24/2017 06:00:40 PM
5813446,HDR,08/21/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Complete,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5819500,HDR,09/18/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5805534,HDR,07/18/2017,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5812029,HDR,08/14/2017,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5818060,HDR,09/11/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Not Applicable,09/24/2017 06:00:40 PM
5803835,HDR,07/10/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5817043,HDR,09/07/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,09/24/2017 06:00:40 PM
5800935,HDR,06/27/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5788115,HDR,05/05/2017,Denied,08/11/2017,Complete,Complete,Needed,Complete,Complete,Copy of DMV license needed,09/24/2017 06:00:40 PM
5809288,HDR,08/02/2017,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5806105,HDR,07/20/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Fingerprints needed,09/24/2017 06:00:40 PM
5819282,HDR,09/16/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5817308,HDR,09/07/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Not Applicable,09/24/2017 06:00:40 PM
5812928,HDR,08/17/2017,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
5816694,HDR,09/06/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5818607,HDR,09/13/2017,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed,09/24/2017 06:00:40 PM
5820297,HDR,09/20/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Fingerprints needed,09/24/2017 06:00:40 PM
5798915,HDR,06/17/2017,Denied,Not Applicable,Needed,Complete,Needed,Needed,Needed,Copy of DMV license needed,09/24/2017 06:00:40 PM
5814828,HDR,08/27/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5820533,HDR,09/21/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5811210,HDR,08/10/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5817523,HDR,09/08/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,09/24/2017 06:00:40 PM
5813863,HDR,08/22/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5817444,HDR,09/08/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Fingerprints needed,09/24/2017 06:00:40 PM
5812958,HDR,08/18/2017,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5820583,HDR,09/21/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5815933,HDR,08/31/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,09/24/2017 06:00:40 PM
5800306,HDR,06/23/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5820222,HDR,09/20/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,09/24/2017 06:00:40 PM
5815927,HDR,08/31/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
5809322,HDR,08/03/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
5812971,HDR,08/18/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5820173,HDR,09/20/2017,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Complete,Fingerprints needed,09/24/2017 06:00:40 PM
5818372,HDR,09/12/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,09/24/2017 06:00:40 PM
5818100,HDR,09/12/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5816347,HDR,09/04/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5812191,HDR,08/15/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5814211,HDR,08/24/2017,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5819256,HDR,09/16/2017,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,09/24/2017 06:00:40 PM
5813070,HDR,08/18/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5812404,HDR,08/16/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5819790,HDR,09/19/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5812997,HDR,08/18/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5799103,HDR,06/19/2017,Denied,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,09/24/2017 06:00:40 PM
5799288,HDR,06/20/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5817889,HDR,09/11/2017,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5812677,HDR,08/17/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
5790748,HDR,05/16/2017,Denied,Not Applicable,Complete,Complete,Needed,Complete,Complete,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,09/24/2017 06:00:40 PM
5813477,HDR,08/21/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,09/24/2017 06:00:40 PM
5819818,HDR,09/19/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5808281,HDR,07/30/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5804618,HDR,07/13/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Not Applicable,09/24/2017 06:00:40 PM
5814838,HDR,08/28/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Not Applicable,09/24/2017 06:00:40 PM
5818400,HDR,09/13/2017,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints & other items needed. Visit www.nyc.gov/tlcup,09/24/2017 06:00:40 PM
5814471,HDR,08/25/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5815123,HDR,08/28/2017,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,09/24/2017 06:00:40 PM
5821098,HDR,09/23/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5809932,HDR,08/05/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
5814893,HDR,08/28/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
5817335,HDR,09/08/2017,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5799881,HDR,06/22/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5804489,HDR,07/13/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5810029,HDR,08/06/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5799579,HDR,06/21/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license needed,09/24/2017 06:00:40 PM
5801971,HDR,06/30/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5813038,HDR,08/18/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,09/24/2017 06:00:40 PM
5804139,HDR,07/11/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,09/24/2017 06:00:40 PM
5818388,HDR,09/12/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5814812,HDR,08/27/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
